Id,SalePrice
1461,124201.598837
1462,153754.518771
1463,176459.023108
1464,180197.97476
1465,196310.083373
1466,182573.535704
1467,165647.200838
1468,174531.483754
1469,184101.331191
1470,121386.803608
1471,201534.16996
1472,94009.0212038
1473,96339.03173
1474,154032.228381
1475,151328.037971
1476,366139.932018
1477,249083.539935
1478,306602.0362
1479,273486.368001
1480,435473.797367
1481,310018.399405
1482,207311.541095
1483,172635.174667
1484,177884.179108
1485,171049.369091
1486,191902.784313
1487,312731.677858
1488,234105.907808
1489,204431.677769
1490,186587.196608
1491,192583.460967
1492,99308.4074018
1493,175356.374269
1494,299607.420512
1495,295360.174574
1496,228366.226231
1497,184867.578875
1498,154446.754863
1499,154084.638267
1500,148003.159856
1501,171740.183508
1502,168514.567452
1503,280359.269371
1504,228451.208011
1505,215867.045371
1506,180939.109618
1507,210678.326526
1508,196621.405626
1509,164249.738027
1510,150819.186825
1511,150650.486837
1512,162440.986226
1513,151119.467636
1514,158956.538549
1515,173959.293758
1516,159265.220182
1517,150935.433496
1518,128048.075291
1519,221906.254811
1520,137616.562057
1521,144424.298757
1522,164192.289045
1523,114439.894106
1524,122692.653354
1525,125966.858916
1526,127422.505467
1527,99602.3719665
1528,128314.871169
1529,142327.744993
1530,166614.185051
1531,122693.909568
1532,107676.793445
1533,143289.664014
1534,117845.970664
1535,153246.783918
1536,119094.166195
1537,76840.6260224
1538,179307.866333
1539,229296.387816
1540,113238.545392
1541,150825.734645
1542,141471.361728
1543,219012.656014
1544,77244.9221122
1545,101992.384669
1546,120242.652669
1547,132683.44602
1548,130493.672565
1549,107327.491259
1550,141276.043879
1551,117862.566091
1552,137375.568443
1553,140145.742512
1554,112837.841996
1555,165953.954325
1556,96698.3748835
1557,124719.731415
1558,87844.2027969
1559,109371.649839
1560,146226.265845
1561,137989.262911
1562,125622.54958
1563,122800.151211
1564,162850.795026
1565,154848.50813
1566,216420.198461
1567,76805.03834
1568,214257.446967
1569,132079.038552
1570,123520.737136
1571,128147.364113
1572,146001.286568
1573,239661.124349
1574,131454.626561
1575,206835.663843
1576,206392.847513
1577,200335.723155
1578,151463.745664
1579,143667.465099
1580,193598.947265
1581,137658.876664
1582,129518.239479
1583,329899.545753
1584,240476.829161
1585,141330.245023
1586,68765.6554618
1587,104326.322971
1588,148729.620037
1589,98313.6170934
1590,134244.4358
1591,106549.814001
1592,122243.618186
1593,113968.064572
1594,119392.479307
1595,120879.823354
1596,236153.750021
1597,161736.912695
1598,180276.484425
1599,197046.912729
1600,192062.969359
1601,75340.2217614
1602,105217.091762
1603,96445.1976511
1604,283859.371443
1605,253113.328337
1606,169297.060372
1607,161813.00667
1608,211593.516076
1609,192935.35304
1610,155394.222037
1611,148667.695501
1612,155126.680555
1613,164016.442233
1614,123110.803201
1615,86267.3180707
1616,82130.7536643
1617,87593.7281236
1618,127223.471762
1619,130568.477456
1620,145749.635954
1621,138640.950393
1622,147853.743438
1623,282120.462296
1624,206558.936797
1625,124761.409518
1626,169252.203076
1627,184647.158017
1628,277654.506155
1629,171955.163648
1630,314868.795224
1631,218001.702779
1632,250825.11642
1633,168993.157425
1634,179622.640491
1635,177524.6692
1636,156325.731005
1637,176548.377223
1638,212461.069501
1639,179887.532616
1640,251649.21147
1641,185095.492149
1642,218138.557041
1643,226106.063706
1644,221847.705926
1645,179062.962007
1646,154651.237869
1647,156693.725176
1648,139480.589384
1649,138381.215031
1650,122555.705943
1651,122460.819588
1652,94511.9137022
1653,97007.0116205
1654,154002.451609
1655,158547.650453
1656,152788.739301
1657,154192.707951
1658,152605.487005
1659,153389.96238
1660,144564.569562
1661,452905.506726
1662,370126.002821
1663,365564.316294
1664,441191.963844
1665,313043.363063
1666,324607.712745
1667,346988.825289
1668,328917.875394
1669,306106.624378
1670,339209.507315
1671,259944.695972
1672,432454.991276
1673,295014.455614
1674,249917.345223
1675,180473.528446
1676,182651.644636
1677,211331.350198
1678,414248.624278
1679,373172.096383
1680,293427.278655
1681,243255.488712
1682,301825.935815
1683,190456.72543
1684,170723.716468
1685,173133.876663
1686,170154.547278
1687,167760.296491
1688,183220.599763
1689,189117.894321
1690,184401.555897
1691,174226.702381
1692,265837.495209
1693,168427.447991
1694,181516.570544
1695,168836.935598
1696,265746.000354
1697,170478.347089
1698,337609.816949
1699,319552.815319
1700,240756.802332
1701,260761.931555
1702,253757.444056
1703,248679.270229
1704,292528.684674
1705,223380.579391
1706,409048.519283
1707,207931.959858
1708,206880.919385
1709,281286.124234
1710,222939.095349
1711,266797.754556
1712,246164.133895
1713,256325.931667
1714,224059.026701
1715,202591.09546
1716,182865.434155
1717,174607.712762
1718,133859.322441
1719,200198.663683
1720,246501.132032
1721,177046.764554
1722,127332.823696
1723,157058.379578
1724,209014.940398
1725,228000.725824
1726,183563.20215
1727,168286.865848
1728,188340.949299
1729,165784.471729
1730,157530.647273
1731,123257.15661
1732,132030.156823
1733,121470.39036
1734,130534.633089
1735,131193.214124
1736,117340.18207
1737,348072.787236
1738,214144.209745
1739,265400.19622
1740,178736.883216
1741,168557.659712
1742,171339.805608
1743,169637.781162
1744,294036.113436
1745,235022.864643
1746,251847.187571
1747,219642.331973
1748,201130.866584
1749,164565.899622
1750,148772.041414
1751,229107.4772
1752,120361.503442
1753,144057.92297
1754,218152.516453
1755,169021.72608
1756,122256.862377
1757,117706.050871
1758,142591.609456
1759,165982.835791
1760,159762.506611
1761,153557.582111
1762,167805.851557
1763,167539.847545
1764,117621.291333
1765,168782.523911
1766,167904.594415
1767,196770.542395
1768,139651.633412
1769,163889.253038
1770,137256.570239
1771,136250.335606
1772,138098.319914
1773,135220.24792
1774,129617.171424
1775,131617.236862
1776,115859.47392
1777,114401.372677
1778,127690.465225
1779,114286.879051
1780,178149.01095
1781,130397.435019
1782,97012.7280303
1783,131172.072685
1784,92523.9984197
1785,113231.905153
1786,141211.681814
1787,164630.70248
1788,59943.5482712
1789,92414.0286559
1790,81409.5436558
1791,158190.629258
1792,152142.535324
1793,133096.622437
1794,140340.007643
1795,140005.477799
1796,117813.315112
1797,114688.648757
1798,123533.460155
1799,112445.408337
1800,123508.187775
1801,126606.825999
1802,153736.804467
1803,152443.745692
1804,141141.824352
1805,133499.332377
1806,116432.732781
1807,147647.495554
1808,121836.446924
1809,126339.895713
1810,143717.157247
1811,108555.335794
1812,116168.240362
1813,121876.846003
1814,100490.720034
1815,60146.9259395
1816,98179.4351103
1817,116432.898142
1818,133253.724351
1819,115203.241159
1820,78671.4220881
1821,120918.522489
1822,150092.422734
1823,64733.7684662
1824,130041.712053
1825,131761.088227
1826,100558.20033
1827,109188.19699
1828,133824.491558
1829,110619.693755
1830,145433.307617
1831,180105.15794
1832,114137.772684
1833,142781.141398
1834,128621.810286
1835,180348.576419
1836,125718.352155
1837,101257.984428
1838,134675.494484
1839,82507.5650536
1840,153552.247946
1841,146486.331545
1842,87672.423408
1843,140110.380262
1844,128826.123027
1845,136654.574334
1846,149686.55585
1847,145307.193774
1848,62521.157939
1849,119136.510616
1850,126171.208205
1851,145643.422451
1852,125758.379532
1853,131287.578965
1854,181281.930965
1855,149097.883845
1856,221307.168934
1857,157339.692841
1858,135713.163707
1859,124370.164698
1860,152143.490312
1861,124231.198559
1862,273672.947735
1863,271090.741509
1864,271092.28411
1865,325871.993423
1866,327590.154393
1867,235721.712708
1868,289806.557236
1869,199857.255324
1870,246155.457506
1871,252029.578566
1872,173686.668815
1873,222825.23375
1874,139469.472765
1875,208223.878708
1876,192855.998784
1877,207565.175037
1878,212222.646814
1879,132910.851401
1880,137556.086648
1881,245657.031989
1882,255522.046188
1883,197830.670401
1884,218293.603258
1885,252863.938249
1886,294561.489759
1887,202542.267104
1888,278635.978112
1889,168604.968229
1890,132617.297671
1891,137101.106371
1892,109441.653159
1893,136665.394475
1894,128518.718792
1895,148416.499508
1896,124922.662448
1897,114520.224165
1898,104019.858226
1899,128230.970406
1900,153424.989572
1901,162602.283387
1902,139105.262908
1903,229546.402014
1904,134624.194294
1905,175433.862876
1906,148202.815387
1907,194761.270585
