Id,SalePrice
1461,124018.23718
1462,155059.19653
1463,178243.73102
1464,181297.169987
1465,196765.820776
1466,181943.705712
1467,167498.702149
1468,175499.783313
1469,186239.764353
1470,120172.151203
1471,201152.056605
1472,97186.628716
1473,98008.8342072
1474,154698.800629
1475,145964.895112
1476,376783.869932
1477,253450.767961
1478,309924.90029
1479,277596.755891
1480,448541.460045
1481,315424.865388
1482,207937.23033
1483,172203.020168
1484,175555.313294
1485,173249.998351
1486,193468.58723
1487,307943.445743
1488,232168.565685
1489,203304.061461
1490,184792.454712
1491,192613.537042
1492,98431.3204977
1493,174028.23943
1494,302154.862001
1495,298474.483792
1496,232320.397159
1497,185788.950152
1498,155854.298716
1499,155571.209761
1500,151644.786798
1501,170882.398165
1502,167015.613003
1503,279827.937767
1504,226934.585167
1505,217527.588116
1506,178096.702056
1507,207509.251861
1508,199765.33719
1509,163699.728652
1510,150168.382949
1511,150889.337634
1512,161579.195302
1513,148287.081936
1514,159897.668532
1515,169768.711765
1516,157885.321162
1517,151097.930556
1518,127426.921534
1519,221616.137822
1520,137488.10476
1521,144227.240037
1522,163348.281465
1523,115959.422489
1524,122910.573679
1525,126328.634201
1526,128056.777888
1527,97119.9212577
1528,127933.475738
1529,142367.907501
1530,165470.168662
1531,119629.437775
1532,105901.308331
1533,140033.696769
1534,115984.592983
1535,150735.379633
1536,117880.232481
1537,76222.3124043
1538,173800.034586
1539,221454.674374
1540,113016.781878
1541,144867.137083
1542,141965.305382
1543,222881.051893
1544,74207.7961822
1545,104855.350184
1546,119992.755063
1547,130943.721728
1548,131139.663249
1549,109255.336762
1550,141510.36505
1551,116248.036768
1552,129452.353212
1553,137604.74181
1554,112432.52699
1555,168697.734912
1556,97453.0353323
1557,124268.097571
1558,90324.47461
1559,108700.412871
1560,146635.95252
1561,136857.667945
1562,125719.297002
1563,122534.575618
1564,160581.599898
1565,156189.172777
1566,221383.176741
1567,75214.9192344
1568,217898.632764
1569,131765.371022
1570,125002.700896
1571,126459.313355
1572,145138.531244
1573,238589.935216
1574,126753.795585
1575,206435.367859
1576,207124.217927
1577,200748.692969
1578,149352.609772
1579,142866.030605
1580,193798.692149
1581,136832.338645
1582,130998.372623
1583,324998.369747
