Id,SalePrice
1461,123785.796542
1462,154479.830309
1463,179043.97091
1464,181406.235301
1465,197644.015786
1466,182051.230282
1467,168221.641429
1468,175722.09963
1469,186092.724408
1470,119667.17186
1471,198343.42029
1472,97139.7123879
1473,97751.6366787
1474,154426.332801
1475,146013.873149
1476,379597.164241
1477,258637.385292
1478,314994.576821
1479,281382.10417
1480,479164.71747
1481,317032.254508
1482,207239.014408
1483,172340.66889
1484,175311.347315
1485,174238.502086
1486,194223.485228
1487,307892.914977
1488,230599.799148
1489,203701.943955
1490,185773.214238
1491,192278.487893
1492,98387.2958281
1493,172412.750734
1494,305467.698649
1495,301375.695509
1496,232950.706001
1497,186652.17868
1498,156601.778289
1499,156060.01662
1500,152673.336929
1501,170851.092507
1502,167711.895369
1503,279138.046859
1504,228244.568036
1505,219870.3542
1506,177794.737814
1507,208193.189285
1508,200208.446863
1509,164099.226903
1510,150610.302172
1511,150757.696856
1512,161776.709979
1513,148655.97039
1514,159257.221494
1515,168749.964682
1516,156428.493325
1517,151251.284775
1518,127696.876368
1519,220513.829773
1520,137251.387128
1521,144321.693696
1522,163525.207896
1523,116372.138227
1524,123801.811174
1525,125929.756006
1526,128029.673832
1527,96947.1930969
1528,127580.638515
1529,142552.018521
1530,164007.93948
1531,117744.828682
1532,105541.711658
1533,139422.877311
1534,115305.422056
1535,148974.522624
1536,117489.033429
1537,76283.7163712
1538,172423.19165
1539,219398.134342
1540,111325.155878
1541,141824.333701
1542,142966.336163
1543,224071.597843
1544,74435.3868317
1545,106742.147027
1546,120274.293502
1547,132053.954869
1548,132377.500347
1549,110963.78331
1550,142437.874397
1551,115649.769697
1552,125857.757401
1553,133816.133669
1554,111280.463855
1555,168381.990238
1556,97739.3288259
1557,125151.296714
1558,90972.2271536
1559,109677.569491
1560,148247.896477
1561,135224.221592
1562,125422.948458
1563,122246.125444
1564,159400.190632
1565,156632.114659
1566,224685.072292
1567,75149.271851
1568,218647.018045
1569,131372.439884
1570,124078.029563
1571,125783.56895
1572,144360.872918
1573,235468.807663
1574,127410.79532
1575,205493.015401
1576,204169.859142
1577,201078.060615
1578,147495.815405
1579,142674.423481
1580,193986.021795
1581,137245.470989
1582,131413.821269
1583,316701.20381
1584,237750.99932
1585,141104.646243
1586,68540.4061859
1587,104850.599875
1588,147481.814125
1589,95649.6724087
1590,136193.243286
1591,107558.445709
1592,126340.582819
1593,115847.120785
1594,117783.774993
1595,127742.054066
1596,239888.965319
1597,164181.788523
1598,183452.518835
1599,193471.676852
1600,192015.813892
1601,74955.0923441
1602,105670.792977
1603,92661.8417858
1604,285999.412708
1605,257265.515733
1606,168245.157628
1607,159669.949893
1608,217710.596635
1609,196190.939732
1610,154400.591039
1611,147945.801912
1612,154113.899912
1613,160625.425676
1614,122521.663472
1615,85210.6482611
1616,81123.3952874
1617,86536.5215238
1618,126569.668256
1619,130639.681382
1620,148287.556935
1621,142134.271314
1622,149391.051221
1623,277484.763549
1624,205329.704048
1625,124376.438729
1626,168642.815336
1627,185937.530049
1628,287548.469571
1629,173794.190124
1630,322764.209787
1631,220206.277682
1632,264059.491455
1633,171978.521587
1634,182263.793096
1635,177248.189077
1636,159715.521114
1637,182130.338334
1638,213797.316732
1639,178067.534308
1640,248809.738249
1641,185174.451763
1642,218803.211394
1643,226622.001605
1644,218261.942709
1645,179061.286446
1646,155071.183178
1647,155327.338878
1648,139019.497115
1649,138617.138988
1650,122203.159144
1651,121232.872749
1652,96134.21693
1653,98541.7651463
1654,154587.167442
1655,153850.887317
1656,153367.871979
1657,154742.981872
1658,153530.884982
1659,148028.314846
1660,145185.2099
1661,480223.986241
1662,387629.202824
1663,369678.84108
1664,456769.572423
1665,322113.660673
1666,334677.209079
1667,348605.914651
1668,339779.315667
1669,315585.609967
1670,353953.246037
1671,270508.688884
1672,466622.216815
1673,300453.20094
1674,260683.687729
1675,183322.285208
1676,186334.326706
1677,216060.976923
1678,436651.686739
1679,382697.703367
1680,296683.269814
1681,239324.243875
1682,310183.607151
1683,192996.781176
1684,171342.937892
1685,173303.246745
1686,170270.10146
1687,170839.814522
1688,184716.251968
1689,189557.804061
1690,185036.122108
1691,174223.34167
1692,274022.761108
1693,172112.14975
1694,182061.475749
1695,171161.64707
1696,271404.678093
1697,173132.135102
1698,343813.433524
1699,326488.170486
1700,244930.658866
1701,263712.22236
1702,250035.446811
1703,247672.720853
1704,293406.302024
1705,220232.604321
1706,372840.490712
1707,208833.72687
1708,209726.75434
1709,271318.325071
1710,222787.040089
1711,271381.724916
1712,255041.744748
1713,260282.565934
1714,232010.783437
1715,204152.320895
1716,181077.35877
1717,172573.474219
1718,130375.269411
1719,202703.798832
1720,245899.129763
1721,172927.331218
1722,122475.089826
1723,156284.637145
1724,205705.495986
1725,225316.962912
1726,181196.827684
1727,163209.262674
1728,187622.622304
1729,161922.565969
1730,158067.921107
1731,122287.155703
1732,132831.049723
1733,120553.293961
1734,130878.364019
1735,129431.704891
1736,116071.674313
1737,352946.468392
1738,218388.529886
1739,267848.338806
1740,177987.65588
1741,173414.04175
1742,170251.97769
1743,171170.13021
1744,300265.784975
1745,247621.36426
1746,246047.364425
1747,215300.005951
1748,194860.065409
1749,163655.072825
1750,151028.078086
1751,229021.552412
1752,119281.480247
1753,141805.368257
1754,218056.693167
1755,168900.381621
1756,122107.303605
1757,117561.702329
1758,140097.618445
1759,165708.511102
1760,159243.548366
1761,154350.808238
1762,164490.146757
1763,163701.058217
1764,117747.548919
1765,167278.247894
1766,166308.65077
1767,193426.476284
1768,140107.644769
1769,163711.017509
1770,137092.141492
1771,136602.935503
1772,137737.289024
1773,133076.3684
1774,129478.497434
1775,131447.249622
1776,116222.275969
1777,114597.563884
1778,126139.87265
1779,115747.958566
1780,179892.046606
1781,129009.130681
1782,97026.0732489
1783,128720.981669
1784,90856.9330922
1785,109841.139292
1786,133057.944316
1787,166763.529274
1788,57778.6149061
1789,91254.7394308
1790,81443.2492205
1791,157088.809148
1792,152728.236961
1793,133514.5111
1794,141430.730431
1795,140506.786352
1796,120109.960561
1797,115624.164928
1798,121540.602692
1799,113633.637699
1800,126858.789659
1801,126745.821404
1802,151808.860754
1803,151516.791381
1804,140941.822439
1805,133213.148032
1806,114437.213015
1807,135747.623006
1808,120359.822441
1809,124806.806525
1810,139337.581139
1811,102672.34463
1812,114163.685337
1813,119740.418779
1814,96261.5433085
1815,58004.9482405
1816,99026.5067121
1817,109675.551079
1818,125982.264709
1819,115569.584381
1820,78229.8029725
1821,116743.081068
1822,140815.714665
1823,64282.6983979
1824,133027.133447
1825,138591.394682
1826,103646.652623
1827,109664.796476
1828,136040.635348
1829,110430.288979
1830,134835.39221
1831,177541.333193
1832,110772.089572
1833,133729.335127
1834,124163.831357
1835,175892.544856
1836,124368.497464
1837,100186.515856
1838,131895.071153
1839,80954.8234774
1840,153369.388033
1841,145624.486444
1842,89462.7108255
1843,139884.930962
1844,132636.15055
1845,144251.381882
1846,150747.884333
1847,148543.322071
1848,61540.351916
1849,114112.487412
1850,123409.690647
1851,140730.704244
1852,122264.253637
1853,129452.752797
1854,176435.903333
1855,151739.568554
1856,220179.866291
1857,158927.209053
1858,134333.878192
1859,123632.722907
1860,151309.517834
1861,123529.723953
1862,273324.823941
1863,270242.096543
1864,270242.096543
1865,309013.86129
1866,311432.442746
1867,231807.383357
1868,273963.701694
1869,202228.960646
1870,249859.494584
1871,252118.759856
1872,172293.029026
1873,223828.927156
1874,139034.906349
1875,207871.793608
1876,192578.723824
1877,208702.357915
1878,210228.857105
1879,132072.123732
1880,137966.868382
1881,247644.282902
1882,250872.61658
1883,195028.336292
1884,214947.61816
1885,246324.376049
1886,281903.046825
1887,205290.359953
1888,273660.82759
1889,166032.045146
1890,130556.113381
1891,139013.9727
1892,107348.692894
1893,135220.217378
1894,127119.697128
1895,148197.177755
1896,121479.807751
1897,114896.473278
1898,106566.387145
1899,130600.465501
1900,154743.796821
1901,163135.254141
1902,140051.520791
1903,229225.275298
