Id,SalePrice
1461,124250.677817
1462,155638.56275
1463,177443.49113
1464,181188.104673
1465,195887.625765
1466,181836.181142
1467,166775.762868
1468,175277.466997
1469,186386.804299
1470,120677.130546
1471,203960.692921
1472,97233.545044
1473,98266.0317356
1474,154971.268457
1475,145915.917075
1476,373970.575623
1477,248264.150629
1478,304855.223759
1479,273811.407612
1480,417918.202621
1481,313817.476268
1482,208635.446253
1483,172065.371445
1484,175799.279274
1485,172261.494615
1486,192713.689232
1487,307993.976508
1488,233737.332222
1489,202906.178967
1490,183811.695185
1491,192948.58619
1492,98475.3451674
1493,175643.728125
1494,298842.025354
1495,295573.272076
1496,231690.088318
1497,184925.721624
1498,155106.819142
1499,155082.402902
1500,150616.236667
1501,170913.703823
1502,166319.330637
1503,280517.828675
1504,225624.602298
1505,215184.822032
1506,178398.666297
1507,206825.314437
1508,199322.227516
1509,163300.230402
1510,149726.463726
1511,151020.978413
1512,161381.680626
1513,147918.193483
1514,160538.115569
1515,170787.458849
1516,159342.148998
1517,150944.576337
1518,127156.966699
1519,222718.445871
1520,137724.822392
1521,144132.786378
1522,163171.355033
1523,115546.70675
1524,122019.336184
1525,126727.512396
1526,128083.881944
1527,97292.6494185
1528,128286.312962
1529,142183.796481
1530,166932.397845
1531,121514.046868
1532,106260.905004
1533,140644.516227
1534,116663.76391
1535,152496.236642
1536,118271.431534
1537,76160.9084375
1538,175176.877521
1539,223511.214407
1540,114708.407879
1541,147909.940466
1542,140964.274601
1543,221690.505943
1544,73980.2055327
1545,102968.553341
1546,119711.216623
1547,129833.488586
1548,129901.82615
1549,107546.890214
1550,140582.855704
1551,116846.303838
1552,133046.949023
1553,141393.34995
1554,113584.590126
1555,169013.479587
1556,97166.7418386
1557,123384.898427
1558,89676.7220664
1559,107723.25625
1560,145024.008563
1561,138491.114298
1562,126015.645546
1563,122823.025792
1564,161763.009164
1565,155746.230895
1566,218081.28119
1567,75280.5666178
1568,217150.247484
1569,132158.302161
1570,125927.372228
1571,127135.05776
1572,145916.18957
1573,241711.062769
1574,126096.79585
1575,207377.720318
1576,210078.576711
1577,200419.325322
1578,151209.40414
1579,143057.637728
1580,193611.362503
1581,136419.2063
1582,130582.923977
1583,333295.535684
1584,241396.020124
1585,140951.808221
1586,67659.1662271
1587,105199.960772
1588,148104.180402
1589,98698.4875964
1590,136653.123239
1591,106654.989302
1592,123507.949997
1593,115812.172813
1594,116665.472191
1595,121894.380333
1596,236843.68165
1597,162726.967633
1598,182263.578448
1599,193041.371387
1600,189737.8197
1601,74877.3928158
1602,106199.486983
1603,92866.0433392
1604,288258.771538
1605,260455.389394
1606,169816.099878
1607,162378.618785
1608,213951.824117
1609,194380.501934
1610,155414.449587
1611,149499.493732
1612,153048.976795
1613,163778.190391
1614,123021.046883
1615,84984.2757355
1616,81085.5040794
1617,86430.2933866
1618,125771.179417
1619,130387.959181
1620,148419.167817
1621,140548.132601
1622,149660.631336
1623,283733.675947
1624,209143.767414
1625,126130.84086
1626,170446.640288
1627,186208.435605
1628,286700.691477
1629,172296.750204
1630,309425.523847
1631,220201.488939
1632,261420.708474
1633,170623.535609
1634,181339.470739
1635,176749.880698
1636,155462.529587
1637,177760.235207
1638,211906.694075
1639,177336.838377
1640,250756.478048
1641,184468.709983
1642,217506.44509
1643,224682.022019
1644,218406.38691
1645,176815.090291
1646,153956.123199
1647,155303.573031
1648,138570.21347
1649,138911.861054
1650,122263.323323
1651,121536.481631
1652,96929.9899161
1653,100155.573993
1654,154940.120802
1655,156871.80824
1656,154041.700145
1657,154992.466247
